3308,-159483514,21934802,-159.4835,21.9348,15,"50223",2,1,13,"4R",21.9348,-159.4835,1,"CLS",1,1,0,11,0,"7","Y"
3327,-159393066,21968091,-159.3931,21.9681,15,"50015",2,1,13,"3U",21.9681,-159.3931,2,"WIM",2,2,2,12,0,"7","Y"
5596,-159413420,22209603,-159.4134,22.2096,15,"300",4,1,13,"4R",22.2096,-159.4134,1,"VOL",1,0,0,82,0,"7","Y"
5317,-156689245,20912993,-156.6892,20.9130,15,"400",4,1,13,"4U",20.9130,-156.6892,2,"VOL",2,0,0,82,0,"9","Y"
1915,-156502590,20923490,-156.5026,20.9235,15,"340005",4,1,13,"5U",20.9235,-156.5026,1,"CLS",1,1,0,12,0,"9","Y"
3612,-156445237,20741847,-156.4452,20.7418,15,"31069",1,1,13,"3U",20.7418,-156.4452,2,"CLS",2,2,0,12,0,"9","Y"
1971,-156497943,20801935,-156.4979,20.8019,15,"310008",4,1,13,"4U",20.8019,-156.4979,1,"CLS",1,1,0,12,0,"9","Y"
1970,-156462806,20844464,-156.4628,20.8445,15,"311023",2,1,13,"3U",20.8445,-156.4628,2,"CLS",2,2,0,12,0,"9","Y"
1864,-156466690,20870820,-156.4667,20.8708,15,"380015",1,1,13,"3U",20.8708,-156.4667,2,"CLS",2,2,0,12,0,"9","Y"
3512,-156441360,20879980,-156.4414,20.8800,15,"36016",4,1,13,"3U",20.8800,-156.4414,2,"CLS",2,2,0,12,0,"9","Y"
769,-156447620,20890100,-156.4476,20.8901,15,"36A005",2,1,13,"4U",20.8901,-156.4476,2,"CLS",2,2,0,12,0,"9","N"
3500,-156417450,20882980,-156.4175,20.8830,15,"37006",4,1,13,"3U",20.8830,-156.4175,2,"CLS",2,2,0,12,0,"9","Y"
1173,-156386861,20913767,-156.3869,20.9138,15,"00036B",3,1,13,"4R",20.9138,-156.3869,2,"VOL",2,0,0,7,0,"9","Y"
1868,-156312162,20750185,-156.3122,20.7502,15,"377073",2,1,13,"5R",20.7502,-156.3122,1,"CLS",1,1,0,12,0,"9","Y"
3498,-156355030,20851830,-156.3550,20.8518,15,"37052",4,1,13,"3U",20.8518,-156.3550,2,"CLS",2,2,0,12,0,"9","Y"
3511,-156357250,20933010,-156.3572,20.9330,15,"36087",2,1,13,"4R",20.9330,-156.3572,1,"CLS",1,1,0,12,0,"9","Y"
1198,-155977454,19633585,-155.9775,19.6336,15,"0000S9",1,1,13,"3U",19.6336,-155.9775,1,"WIM",1,1,1,91,0,"1","Y"
7460,-155977454,19633585,-155.9775,19.6336,15,"3",1,1,13,"3U",19.6336,-155.9775,1,"WIM",1,1,1,91,0,"1","Y"
1138,-156032824,19718650,-156.0328,19.7187,15,"000T8M",1,1,13,"3U",19.7187,-156.0328,1,"VOL",1,0,0,92,0,"1","Y"
1139,-155880433,19423480,-155.8804,19.4235,15,"000T6E",1,1,13,"4R",19.4235,-155.8804,1,"VOL",1,0,0,92,0,"1","Y"
7477,-155945863,19827761,-155.9459,19.8278,15,"2",1,1,13,"3U",19.8278,-155.9459,1,"WIM",1,1,1,91,0,"1","Y"
2119,-155620308,19786411,-155.6203,19.7864,15,"200330",3,1,13,"4U",19.7864,-155.6203,1,"WIM",1,1,1,13,0,"1","Y"
3287,-159357469,21966216,-159.3575,21.9662,15,"51007",1,2,13,"3U",21.9662,-159.3575,2,"CLS",2,2,0,11,0,"7","Y"
1660,-159362858,21980923,-159.3629,21.9809,15,"570003",3,1,13,"3U",21.9809,-159.3629,1,"CLS",1,1,0,11,0,"7","Y"
1642,-159369934,21996166,-159.3699,21.9962,15,"583004",4,1,13,"5U",21.9962,-159.3699,1,"CLS",1,1,0,11,0,"7","Y"
3243,-159349456,21999206,-159.3495,21.9992,15,"56024",2,1,13,"4U",21.9992,-159.3495,1,"CLS",1,1,0,11,0,"7","Y"
1648,-159367196,22050882,-159.3672,22.0509,15,"580022",4,1,13,"5R",22.0509,-159.3672,1,"CLS",1,1,0,11,0,"7","Y"
1195,-158089846,21329999,-158.0898,21.3300,15,"00010W",1,1,13,"3U",21.3300,-158.0898,2,"WIM",2,2,2,3,0,"3","Y"
7448,-158089846,21329999,-158.0898,21.3300,15,"4",1,1,13,"3U",21.3300,-158.0898,2,"WIM",2,2,2,3,0,"3","Y"
7312,-158203807,21458934,-158.2038,21.4589,15,"15",4,1,13,"3U",21.4589,-158.2038,2,"VOL",2,0,0,89,0,"3","Y"
1088,-158057398,21368787,-158.0574,21.3688,15,"00C10K",1,1,13,"1U",21.3688,-158.0574,3,"WIM",3,3,3,10,0,"3","Y"
342,-158031959,21374453,-158.0320,21.3745,15,"O71003",3,1,13,"4U",21.3745,-158.0320,1,"CLS",1,1,0,10,0,"3","Y"
1496,-158060026,21447524,-158.0600,21.4475,15,"750048",1,1,13,"4R",21.4475,-158.0600,1,"CLS",1,1,0,10,0,"3","Y"
